fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,finalpoints,wins,gp,oppfg,oppfga,oppfg3,oppfg3a,oppft,oppfta,opporb,oppdrb,oppast,oppstl,oppblk,opptov,opppf,opppts,oppfinalpoints,oppwins,oppgp
12,21,3,7,3,4,4,7,7,2,1,3,4,30,125,18,31,10,19,4,6,3,4,3,5,5,2,0,4,4,27,121,15,30
11,25,3,8,0,0,1,10,6,2,1,2,6,25,98,16,31,6,21,1,7,8,11,3,12,5,2,2,4,2,21,86,15,30
12,22,3,10,7,8,4,7,6,2,1,3,4,34,126,25,34,11,21,0,3,6,7,2,6,5,1,0,3,6,28,110,8,33
9,17,3,9,6,7,1,6,9,1,2,6,1,27,106,15,34,16,25,3,4,2,2,3,6,8,6,1,1,4,37,114,21,33
15,23,5,9,4,6,0,10,10,1,1,0,5,39,107,9,34,11,25,2,9,4,5,4,9,8,0,0,2,3,28,114,8,31
9,23,3,11,1,2,0,4,4,1,0,1,5,22,107,18,31,12,19,5,11,6,8,3,13,8,1,0,5,7,35,120,22,31
7,20,0,5,5,6,4,10,5,3,3,3,2,19,90,8,33,8,21,4,7,0,0,1,9,6,2,2,5,5,20,80,14,31
11,20,3,6,4,4,1,11,8,0,1,4,4,29,124,18,33,7,23,1,3,6,6,2,8,4,3,1,2,4,21,98,14,32
9,18,3,7,5,6,2,6,6,1,2,4,4,26,90,18,32,13,22,6,8,1,3,1,5,11,3,0,3,5,33,120,16,33
9,22,3,11,3,5,1,5,8,3,0,2,3,24,102,17,32,13,21,5,7,1,1,2,12,7,2,1,4,3,32,99,16,32
14,22,2,6,4,5,0,7,10,2,0,4,5,34,112,19,32,15,27,2,7,2,3,2,8,10,4,0,3,5,34,104,15,33
13,23,4,6,4,4,3,10,9,2,0,3,4,34,132,19,32,11,21,2,7,2,4,1,6,3,2,2,3,4,26,111,21,31
14,25,4,7,1,1,3,7,10,2,2,3,2,33,149,13,33,12,26,3,10,2,2,5,7,8,3,1,4,3,29,146,8,33
9,23,0,5,11,14,3,14,7,2,5,2,5,29,126,22,34,11,28,2,9,6,6,3,9,5,1,0,3,8,30,101,25,35
10,26,6,14,2,6,7,11,7,0,1,2,5,28,108,17,32,10,22,2,6,4,6,0,9,6,1,2,1,4,26,101,18,34
9,23,3,9,0,0,1,15,6,4,0,4,0,21,94,15,31,4,21,0,12,0,0,1,13,2,2,4,6,1,8,87,22,32
11,27,5,13,1,1,5,9,8,2,2,4,3,28,120,22,33,11,23,4,10,5,5,1,12,6,2,2,4,2,31,116,15,31
13,24,4,11,2,2,2,8,11,4,0,4,7,32,106,16,34,10,18,1,3,5,8,1,8,5,3,2,5,5,26,107,21,31
9,20,2,6,1,4,1,5,6,3,2,5,2,21,95,15,31,11,19,4,7,2,3,1,12,9,4,2,8,4,28,98,9,32
12,27,3,9,0,0,2,9,7,2,1,2,7,27,105,22,34,8,18,2,7,7,7,1,12,7,1,0,6,3,25,89,13,34
9,20,4,9,7,8,3,11,6,0,1,4,3,29,119,19,32,11,25,3,10,1,2,1,7,5,2,1,0,5,26,103,16,32
13,24,4,8,8,10,4,8,9,2,0,3,3,38,111,16,35,13,23,1,3,4,4,2,7,8,3,2,3,9,31,103,8,34
12,22,3,7,2,3,3,8,2,2,1,4,3,29,92,8,34,10,22,5,7,3,4,3,6,7,4,1,2,4,28,112,9,34
7,19,1,4,2,4,5,8,2,1,3,8,2,17,91,14,32,12,25,4,8,0,0,2,7,6,4,2,1,4,28,115,16,32
9,26,3,9,4,5,3,9,5,0,0,3,7,25,122,18,33,13,25,2,10,8,8,2,14,8,2,0,1,6,36,117,15,34
10,22,2,4,3,4,1,9,2,1,0,6,8,25,112,21,32,13,24,2,4,7,8,2,11,7,4,2,3,5,35,114,15,33
10,20,2,9,14,14,2,9,7,2,1,1,7,36,129,23,34,12,23,6,8,6,7,3,8,6,0,0,3,8,36,127,19,33
12,26,1,5,0,2,5,12,6,0,1,3,6,25,121,19,33,10,25,2,6,5,5,1,10,5,0,1,0,3,27,118,15,32
8,18,0,4,4,7,1,13,7,2,2,5,3,20,99,19,33,11,25,2,6,2,3,1,11,9,3,1,2,6,26,107,17,33
9,25,2,7,4,4,2,12,4,2,1,3,5,24,95,9,35,8,25,3,10,3,5,4,12,3,2,1,5,6,22,109,23,33
10,26,2,9,0,1,3,10,1,3,2,5,6,22,113,18,33,9,28,2,6,2,2,8,10,6,2,4,6,5,22,109,21,33
15,30,2,11,0,0,5,10,5,1,0,1,6,32,121,20,33,8,20,4,7,5,8,3,9,3,1,0,4,4,25,114,22,35
10,25,3,12,2,2,1,8,8,3,1,1,5,25,101,23,35,11,21,5,10,5,8,2,12,6,1,0,3,3,32,127,20,34
11,23,0,8,2,8,3,12,6,3,1,4,4,24,117,17,35,8,20,2,4,6,8,0,10,3,2,1,4,4,24,96,19,34
11,26,4,9,1,1,3,6,8,2,1,2,6,27,106,16,32,9,18,3,10,7,8,2,12,5,2,1,6,3,28,95,13,35
13,21,5,8,1,2,3,8,6,2,0,6,3,32,120,14,33,9,21,4,6,4,5,3,4,4,3,1,5,3,26,122,9,35
11,20,5,10,4,4,1,8,7,1,3,7,8,31,121,9,33,10,21,1,4,11,14,4,5,7,5,1,4,3,32,129,23,35
10,26,1,10,1,2,2,10,8,3,2,4,3,22,134,17,36,12,26,4,7,1,2,3,12,8,2,0,4,3,29,132,16,33
14,25,3,5,0,0,2,8,11,3,0,2,2,31,104,16,33,10,21,1,6,2,3,1,8,5,1,0,4,3,23,106,26,36
8,29,1,6,1,1,7,11,5,0,2,3,4,18,94,9,35,13,29,1,9,2,2,3,12,7,0,0,1,3,29,119,16,34
10,19,0,5,1,1,0,11,5,2,2,3,3,21,95,18,34,3,21,1,9,2,3,4,9,1,3,0,7,3,9,87,8,35
11,20,3,7,8,9,1,9,5,1,1,4,7,33,122,16,33,10,21,2,5,8,12,1,8,8,2,2,3,6,30,119,15,35
13,22,4,8,4,5,2,11,11,0,0,2,3,34,111,19,35,9,25,5,11,3,6,4,7,8,2,0,1,4,26,103,21,32
15,27,4,9,5,6,5,11,6,1,2,2,7,39,127,20,34,11,29,0,8,5,7,5,7,5,1,1,1,3,27,118,18,34
14,23,6,13,1,2,2,12,5,1,0,2,4,35,127,19,34,8,18,3,7,5,7,0,8,6,2,0,3,4,24,113,20,34
11,29,0,6,2,2,3,10,4,1,1,1,3,24,112,24,34,11,24,4,8,2,2,3,12,6,1,3,4,3,28,96,9,36
13,30,3,7,3,4,6,6,9,5,0,4,5,32,117,19,35,13,22,5,8,3,4,2,10,11,2,0,7,4,34,116,20,35
13,22,2,4,0,3,2,10,11,1,1,3,5,28,109,23,36,10,23,2,4,5,6,2,6,6,1,1,1,3,27,110,20,35
9,23,2,7,9,11,4,13,4,0,1,2,2,29,97,17,36,10,27,2,10,0,0,2,10,8,1,0,1,7,22,114,23,36
13,29,4,7,3,3,5,13,8,0,4,1,4,33,100,17,34,6,25,0,7,5,5,5,9,1,1,4,4,5,17,87,17,37
15,21,0,1,2,4,0,10,12,3,2,3,4,32,125,24,36,8,24,2,7,3,3,4,6,6,1,3,6,4,21,88,16,33
11,24,2,7,1,1,1,10,8,2,2,3,3,25,116,15,34,11,21,5,8,2,4,1,9,8,1,2,4,4,29,87,26,37
10,21,2,9,0,0,1,11,9,2,1,4,2,22,92,13,36,8,21,1,5,3,4,1,8,6,2,2,2,1,20,101,10,36
11,23,4,10,3,3,3,4,7,1,2,2,6,29,118,17,34,11,19,4,7,4,5,0,9,7,2,1,3,3,30,94,8,36
10,21,2,4,5,8,1,5,6,1,2,4,6,27,120,16,35,15,23,6,10,6,8,3,10,11,4,2,5,7,42,123,10,34
11,23,1,7,3,5,5,8,6,1,0,3,8,26,114,16,36,10,22,4,10,5,7,3,6,6,1,1,3,4,29,112,16,34
13,26,4,10,1,2,7,9,11,1,0,3,3,31,102,22,33,9,19,3,6,2,2,1,5,5,0,1,3,3,23,99,19,36
11,25,3,7,4,5,3,6,7,4,1,6,3,29,102,9,36,16,25,2,3,2,3,2,10,8,6,1,5,2,36,118,22,34
8,24,2,6,5,12,3,12,3,2,1,0,7,23,107,20,36,10,26,1,2,7,9,4,18,6,0,1,3,7,28,118,21,35
11,26,5,13,2,2,1,6,6,2,0,2,5,29,129,25,35,7,15,4,10,5,8,0,11,5,0,2,5,3,23,115,17,38
8,19,1,8,3,3,1,9,6,0,0,5,5,20,104,16,37,9,22,6,14,6,6,4,8,4,4,0,3,5,30,108,20,35
12,26,2,8,1,1,5,6,6,3,1,3,3,27,130,14,37,11,22,3,7,4,5,4,9,8,2,1,5,4,29,126,17,35
10,24,1,7,2,3,6,10,5,1,2,5,5,23,111,11,35,9,25,2,9,6,6,5,7,4,3,1,1,3,26,108,8,37
13,20,0,5,0,0,1,7,8,4,0,3,4,26,103,18,35,11,21,4,10,3,4,3,5,9,2,0,5,1,29,112,21,35
14,27,2,10,9,9,5,12,11,2,0,2,4,39,129,18,37,7,20,2,5,1,2,0,6,4,1,0,4,9,17,97,9,37
6,20,2,9,2,3,1,7,3,3,1,4,5,16,118,9,37,13,21,5,9,5,6,2,12,11,2,1,3,4,36,122,23,34
10,25,3,9,4,4,1,8,5,1,0,2,3,27,105,20,36,12,21,2,4,4,4,0,10,6,0,2,2,4,30,115,24,37
12,25,3,5,3,5,1,11,7,3,0,5,7,30,111,21,36,12,24,2,7,6,7,0,13,6,2,1,3,5,32,122,20,37
13,21,1,4,4,4,3,10,7,2,1,5,4,31,109,16,35,8,23,2,10,3,3,5,5,3,2,0,4,6,21,107,16,34
7,22,2,4,3,4,6,7,3,3,1,7,3,19,104,17,35,13,24,2,3,2,3,4,8,8,6,4,3,5,30,113,17,36
7,21,0,4,0,0,2,8,4,2,2,5,3,14,95,27,38,8,18,0,3,4,4,0,12,4,3,0,5,0,20,89,10,37
11,25,4,10,1,2,5,11,7,3,0,7,3,27,105,17,35,11,23,2,7,4,5,1,7,2,6,1,3,3,28,103,22,35
13,18,2,4,3,4,1,11,8,2,1,8,4,31,129,21,37,8,21,1,7,3,5,3,3,5,7,1,5,3,20,95,23,37
14,28,6,13,3,4,5,5,9,2,1,2,4,37,121,21,37,12,21,2,4,5,6,2,8,7,0,1,3,4,31,114,19,36
12,21,1,3,8,11,4,7,10,3,2,2,2,33,116,25,37,10,24,4,10,1,1,4,5,6,1,2,4,8,25,108,11,36
13,23,3,5,7,7,2,11,10,1,0,3,3,36,125,18,36,10,27,1,7,2,3,5,6,5,1,2,2,5,23,100,16,36
9,21,7,14,2,4,2,11,7,1,1,1,4,27,113,21,36,6,19,2,6,4,5,2,11,3,1,0,3,4,18,101,18,36
6,27,2,9,3,4,4,13,3,0,2,3,5,17,120,21,38,8,24,2,9,5,5,3,11,4,1,2,1,4,23,111,21,36
12,26,2,4,1,2,6,13,7,0,2,3,4,27,123,17,38,10,28,1,6,1,1,5,9,6,2,2,0,3,22,114,17,37
10,22,2,5,10,16,2,11,5,5,1,3,9,32,122,23,36,5,15,2,9,9,12,0,13,4,2,1,7,8,21,102,17,36
10,23,4,8,3,4,3,6,6,3,0,2,5,27,109,9,38,11,19,3,6,6,7,2,9,4,1,3,5,5,31,132,25,38
11,20,2,3,2,2,1,12,5,0,1,4,6,26,122,28,39,8,23,0,7,8,11,3,8,5,2,2,0,1,24,116,18,38
15,20,3,5,2,4,1,9,9,3,2,6,4,35,121,26,36,11,23,5,8,0,2,3,3,8,2,0,3,5,27,98,16,35
11,23,3,9,3,3,3,8,10,2,2,2,7,28,115,24,35,11,23,4,8,6,7,4,8,10,2,0,2,2,32,108,9,38
10,23,3,8,2,3,3,11,8,4,2,5,5,25,108,19,37,8,22,2,8,8,9,3,11,7,3,0,4,2,26,113,22,38
9,20,1,4,9,11,1,5,3,2,0,3,7,28,113,21,37,15,27,4,9,7,10,8,8,9,3,2,3,8,41,119,24,38
10,23,3,7,3,3,1,7,6,1,1,0,3,26,84,18,37,15,26,10,17,2,2,3,12,10,0,2,1,2,42,122,18,37
10,20,3,7,0,0,0,6,7,2,2,4,3,23,92,8,38,8,23,2,6,4,4,5,10,2,3,1,4,1,22,117,18,36
12,21,4,8,7,10,3,9,8,2,0,1,4,35,114,15,38,12,23,4,11,1,2,2,7,9,1,0,2,7,29,98,11,37
14,22,5,8,6,6,3,8,7,4,1,4,4,39,126,18,39,12,22,2,5,3,3,1,5,5,3,1,4,5,29,121,17,39
11,19,2,6,1,2,1,9,8,3,3,5,4,25,115,22,37,7,18,2,6,5,6,0,7,5,3,1,4,3,21,102,17,38
7,21,2,4,0,0,0,9,2,1,0,5,4,16,84,10,38,13,22,3,7,3,5,1,11,9,4,3,1,2,32,112,17,37
11,21,0,6,2,2,0,11,5,1,5,4,3,24,94,18,37,10,25,5,12,1,1,3,9,6,3,0,4,3,26,101,17,36
11,23,2,5,8,10,4,2,5,4,0,4,9,32,127,9,39,13,16,4,5,14,18,3,8,10,3,1,5,9,44,132,25,39
6,22,1,10,12,15,2,14,5,2,2,4,6,25,100,21,38,9,25,1,8,6,8,1,15,7,1,1,3,9,25,107,24,37
15,23,1,4,7,7,1,12,13,4,0,0,4,38,125,22,39,8,21,0,7,3,6,2,7,4,0,1,5,7,19,107,28,40
13,23,4,8,0,1,3,4,9,0,0,3,7,30,113,19,38,10,21,2,10,8,10,5,8,7,1,1,4,4,30,117,25,36
15,22,1,5,3,4,3,10,6,4,3,5,5,34,134,25,39,7,21,3,11,5,9,4,4,5,4,0,4,5,22,135,22,37
8,23,3,8,1,1,2,12,4,0,1,3,4,20,91,8,39,8,22,2,9,5,6,2,12,7,1,3,1,2,23,117,19,39
14,25,6,16,0,0,2,8,9,5,0,3,6,34,114,23,38,9,21,1,10,4,5,4,9,3,3,0,6,1,23,93,18,38
11,18,5,8,3,3,0,8,8,5,0,5,5,30,116,10,39,8,20,1,3,1,2,1,6,4,2,1,6,2,18,119,26,38
12,25,1,1,1,2,4,10,6,1,2,2,3,26,100,18,38,9,21,5,9,3,3,1,8,7,0,1,3,3,26,109,19,40
12,25,3,9,4,6,2,11,6,1,1,4,8,31,115,19,37,9,26,0,7,6,8,4,7,6,1,2,1,5,24,109,15,39
14,23,0,0,3,3,1,5,7,0,0,3,5,31,120,18,39,17,23,3,4,3,4,1,7,13,2,2,2,5,40,103,17,38
18,30,5,14,2,2,2,14,11,3,1,2,4,43,144,27,37,6,22,1,9,1,3,2,7,3,2,1,8,5,14,112,11,38
8,20,2,5,1,2,3,1,5,2,1,5,4,19,111,9,40,15,22,5,7,3,3,3,9,11,3,2,5,5,38,121,22,38
9,23,3,10,4,6,2,12,4,1,3,6,4,25,112,21,39,14,31,7,14,4,5,4,13,10,6,1,1,6,39,119,10,39
13,29,2,9,0,0,4,9,7,1,2,3,5,28,109,22,39,9,22,3,6,7,9,2,10,3,2,2,3,2,28,111,25,38
13,32,4,12,1,1,5,6,6,4,1,2,5,31,123,26,37,9,16,2,5,6,6,0,10,6,2,1,7,3,26,110,18,38
11,23,5,11,4,5,1,14,6,2,2,1,4,31,105,17,37,4,21,1,5,4,6,4,10,4,0,0,4,6,13,110,20,40
13,23,1,6,4,5,2,12,9,1,1,2,5,31,106,26,40,10,25,2,8,4,8,5,9,7,1,0,2,3,26,100,18,39
9,24,6,12,2,3,3,8,7,3,1,4,8,26,98,8,40,9,18,3,5,7,9,1,7,6,2,2,4,4,28,133,18,40
12,22,5,9,5,5,1,8,9,2,0,3,3,34,116,27,38,10,20,2,7,5,6,0,8,6,3,2,3,4,27,123,29,41
9,18,2,6,7,8,1,11,7,2,2,7,5,27,108,23,40,9,25,4,6,3,5,4,7,5,6,0,4,5,25,88,18,39
11,24,3,8,5,5,6,5,7,1,0,2,4,30,110,23,40,10,19,6,11,4,5,2,7,5,2,0,3,5,30,101,22,38
9,23,4,8,7,9,4,5,5,3,0,1,2,29,123,19,39,17,24,8,11,1,1,2,10,10,1,2,3,6,43,127,26,40
8,20,2,3,3,4,2,11,6,2,1,6,4,21,100,10,40,10,21,4,12,4,6,0,9,8,2,1,2,4,28,117,20,41
7,26,0,3,4,4,2,11,4,0,1,2,0,18,106,23,39,13,27,2,7,0,0,3,15,10,2,2,2,5,28,96,17,39
11,21,6,11,7,7,1,14,7,3,1,3,5,35,108,19,40,8,22,1,3,2,6,3,8,6,1,1,4,4,19,86,21,40
8,27,2,6,5,6,8,13,3,2,0,4,4,23,106,12,39,8,24,0,7,0,3,3,8,6,2,3,4,5,16,82,19,38
10,22,2,5,3,5,2,12,6,3,1,5,4,25,98,25,39,11,29,2,10,4,6,6,11,7,4,0,3,4,28,116,16,40
15,23,6,9,1,1,4,5,9,2,0,6,8,37,121,30,42,13,21,2,4,7,9,2,4,7,1,0,4,2,35,105,26,39
11,17,3,5,5,6,0,7,7,2,0,5,5,30,113,9,41,13,25,1,5,2,2,5,5,8,3,0,5,5,29,119,19,39
13,25,4,11,1,1,3,10,6,1,0,1,3,31,107,17,38,9,21,1,4,6,6,2,8,6,1,3,2,2,25,119,24,41
14,26,5,10,1,2,0,9,11,3,0,1,4,34,116,24,39,8,21,6,12,0,0,3,12,7,0,1,10,3,22,95,20,42
8,18,4,12,13,13,0,7,8,2,1,5,7,33,125,23,39,13,25,4,9,5,5,3,9,7,1,1,5,6,35,113,26,38
13,24,4,6,2,4,2,7,7,2,1,3,3,32,114,28,39,13,23,3,7,5,5,2,9,7,2,2,4,4,34,102,20,41
14,20,0,2,3,4,1,8,8,3,3,6,3,31,114,19,41,12,22,1,7,2,2,1,5,9,3,1,4,5,27,95,18,40
13,23,4,9,3,3,2,11,6,4,2,4,5,33,97,18,40,10,28,3,10,2,3,2,8,7,3,0,4,3,25,107,22,41
10,19,3,6,7,10,1,9,5,0,2,3,7,30,111,24,41,9,21,2,6,10,11,3,9,3,1,1,2,5,30,101,10,40
13,29,2,7,1,2,3,11,6,5,1,2,6,29,111,20,40,6,18,2,5,11,13,2,10,1,2,1,6,1,25,95,17,40
5,18,1,7,5,6,3,5,3,1,1,8,5,16,115,8,41,16,22,1,2,5,5,0,9,12,7,0,1,4,38,123,27,40
13,21,3,5,3,5,2,7,10,3,0,4,1,32,132,27,41,11,19,5,9,2,2,0,6,6,3,1,4,4,29,115,16,41
6,23,1,7,5,7,4,9,3,1,2,2,7,18,99,19,39,10,25,0,5,4,6,6,12,9,0,0,2,5,24,103,27,39
10,19,0,6,8,9,1,8,5,4,2,5,3,28,104,31,43,12,23,4,8,3,4,2,8,7,3,1,7,7,31,101,12,40
9,22,3,7,2,2,3,10,4,1,2,5,6,23,117,25,40,12,25,2,5,3,5,3,8,8,4,1,1,4,29,119,20,41
13,20,4,7,5,6,1,5,11,5,1,4,5,35,115,10,42,12,24,5,9,3,6,7,6,7,2,0,5,4,32,111,20,41
13,25,3,10,2,2,5,7,11,3,1,4,4,31,122,27,41,9,18,2,6,5,5,2,7,3,3,0,5,3,25,95,10,41
12,25,3,8,6,7,1,12,8,2,4,2,5,33,128,24,40,10,28,2,9,2,3,4,10,7,1,1,3,6,24,109,19,40
11,24,2,8,5,5,4,11,5,1,3,2,4,29,135,25,40,8,21,4,8,3,4,1,8,8,0,0,2,4,23,108,27,41
10,20,3,6,2,2,3,8,4,4,0,7,6,25,123,17,42,7,21,1,6,5,7,4,6,6,3,1,6,3,20,106,27,42
7,23,2,10,7,8,3,5,3,2,1,4,10,23,116,21,43,11,22,2,6,14,16,4,11,7,2,2,2,6,38,100,12,41
9,24,5,13,6,6,3,9,6,1,3,3,4,29,109,23,40,9,22,4,11,4,4,2,10,7,1,1,2,3,26,116,29,40
8,21,3,9,3,4,0,10,5,1,2,2,4,22,96,19,41,7,25,2,8,2,3,4,13,3,1,0,4,5,18,86,24,42
8,26,3,12,6,8,6,8,6,2,3,2,1,25,140,20,42,15,25,8,8,0,0,2,11,12,1,2,2,6,38,124,8,42
7,15,2,6,10,13,0,8,5,2,2,6,4,26,104,19,41,12,22,2,6,0,1,0,9,5,4,2,4,9,26,94,10,43
7,21,2,5,3,4,1,6,5,1,2,4,4,19,106,21,42,12,22,5,9,3,4,2,11,6,3,2,3,5,32,93,17,41
14,26,2,10,0,0,3,7,8,1,1,4,2,30,124,25,42,13,21,3,5,0,0,1,9,7,1,1,6,0,29,112,10,41
9,21,0,7,2,4,2,11,7,0,1,3,6,20,113,23,42,8,24,3,13,5,8,3,10,4,2,0,0,5,24,100,17,39
12,25,4,9,0,0,3,13,9,0,1,1,2,28,115,20,40,10,24,4,12,0,0,0,9,4,1,2,0,1,24,99,25,41
14,21,4,6,5,6,3,6,8,3,3,3,4,37,121,28,40,9,19,5,7,2,2,1,3,8,0,1,6,4,25,100,24,41
13,23,4,4,3,5,2,11,10,3,2,3,2,33,154,25,43,9,23,3,9,2,4,1,9,7,2,0,4,6,23,147,25,41
14,21,3,4,3,4,3,13,7,0,5,4,5,34,112,21,42,9,23,3,12,0,2,2,4,8,2,2,4,2,21,102,17,40
11,24,3,8,5,7,3,6,6,5,0,3,4,30,121,27,43,11,21,4,9,6,6,4,10,5,2,2,7,5,32,123,13,42
15,23,5,8,5,5,2,12,8,2,1,3,5,40,113,18,43,9,24,2,8,6,7,3,6,6,2,1,3,6,26,106,29,41
9,20,1,6,3,3,1,7,5,2,3,7,5,22,106,10,42,13,26,3,6,2,2,5,9,7,3,0,3,4,31,121,28,42
10,23,3,7,5,6,1,10,8,1,0,3,2,28,122,32,44,14,28,6,10,1,1,2,12,9,2,0,2,4,35,105,21,44
14,23,7,11,7,7,2,11,9,2,3,3,2,42,141,24,41,9,21,2,9,2,2,1,6,5,3,1,4,5,22,113,8,43
11,33,0,4,4,5,11,9,4,1,2,1,5,26,115,20,42,10,24,3,10,5,7,3,12,4,0,1,2,3,28,119,20,42
16,30,2,7,3,3,4,12,7,2,5,0,2,37,127,26,43,11,27,5,7,0,0,2,9,7,0,0,2,2,27,96,19,41
11,24,4,6,6,7,5,12,5,1,3,3,4,32,113,22,43,11,25,3,8,1,4,2,8,4,0,2,2,5,26,95,23,43
14,21,7,12,8,9,2,13,12,2,2,3,4,43,146,28,42,7,21,1,5,2,2,1,5,3,2,0,3,7,17,109,10,42
9,19,2,3,4,4,2,6,6,0,0,5,5,24,104,24,42,12,21,8,13,5,6,2,8,5,3,1,3,4,37,109,18,41
12,22,5,8,1,3,3,7,9,1,1,3,5,30,112,21,41,13,20,3,7,5,5,0,8,7,3,2,1,4,34,108,19,42
5,21,2,11,7,7,2,13,2,0,1,4,6,19,105,18,42,7,22,2,10,3,8,2,11,4,1,1,2,5,19,103,25,42
12,31,1,10,2,2,7,7,5,3,2,2,7,27,110,21,43,10,22,2,5,7,8,4,12,7,1,4,7,2,29,106,20,43
6,20,0,4,11,13,1,11,3,1,2,1,5,23,122,26,42,11,25,5,11,4,7,4,13,7,0,0,3,7,31,112,25,44
12,27,3,7,4,5,4,9,10,4,2,3,3,31,102,11,44,8,18,2,5,5,7,2,11,7,3,3,7,4,23,93,28,41
13,29,4,9,5,7,7,6,8,4,1,2,5,35,104,22,43,11,23,3,7,4,6,5,9,5,1,2,8,7,29,97,19,42
11,26,6,13,1,2,3,11,9,2,4,3,3,29,110,23,44,8,23,0,4,3,4,2,11,5,3,3,2,3,19,102,10,43
10,24,1,8,3,5,2,7,5,3,1,4,2,24,105,10,43,15,27,4,9,2,2,4,12,8,3,2,4,4,36,108,28,44
8,24,2,8,3,3,0,8,7,1,0,4,2,21,138,18,44,15,27,4,9,2,2,2,12,10,4,3,2,5,36,140,33,45
12,30,4,11,4,5,8,7,7,1,1,5,4,32,114,13,43,15,20,4,6,1,4,0,3,9,3,0,5,6,35,133,30,42
8,22,0,5,2,3,2,11,4,2,1,4,5,18,116,19,43,10,24,1,9,5,7,3,12,5,3,0,2,2,26,109,24,42
12,31,5,11,0,1,8,11,9,0,0,2,2,29,114,20,43,10,23,4,10,1,2,2,10,3,2,5,2,3,25,119,29,43
15,23,2,6,2,2,1,9,5,2,0,3,4,34,116,29,42,10,20,5,12,7,7,0,7,5,2,0,3,4,32,113,26,44
9,19,2,6,4,5,0,7,5,1,1,4,2,24,95,23,44,14,25,4,7,0,0,4,10,8,3,0,3,5,32,101,9,44
10,21,3,9,4,5,1,11,6,3,1,4,5,27,109,22,45,9,23,4,10,3,5,1,10,6,4,1,4,3,25,102,25,43
8,22,3,10,5,5,3,5,3,3,0,3,4,24,112,25,43,11,18,5,9,2,4,3,9,9,2,1,6,3,29,94,19,43
9,22,1,6,5,6,1,10,4,1,2,2,2,24,93,25,45,11,25,6,12,0,0,3,11,7,1,2,2,5,28,108,20,43
9,21,5,8,4,8,5,12,7,0,0,6,4,27,100,24,45,11,25,4,10,5,5,2,8,6,4,0,0,5,31,94,18,42
10,25,2,8,2,2,2,7,7,3,3,4,2,24,115,23,44,11,22,2,5,3,3,3,11,5,3,2,8,4,27,107,26,45
13,21,6,10,4,6,3,10,12,1,1,6,2,36,117,24,43,14,29,2,6,2,2,5,5,10,5,1,1,3,32,121,21,44
14,24,4,7,6,6,1,9,9,6,1,4,3,38,131,29,43,9,23,1,5,0,0,3,9,6,2,2,10,6,19,97,11,45
15,24,5,11,5,5,2,10,10,2,7,3,5,40,149,29,45,12,26,1,6,2,2,3,5,5,2,1,3,4,27,107,21,44
10,20,2,6,3,6,3,11,8,2,1,6,7,25,142,14,44,8,20,2,8,11,15,2,9,4,6,1,4,5,29,126,26,43
11,28,4,9,4,6,3,11,8,2,3,0,1,30,124,31,43,10,21,1,4,2,2,0,13,8,0,5,5,3,23,86,21,42
15,25,6,11,2,2,3,3,9,1,1,2,3,38,111,29,43,19,25,10,14,3,4,3,7,14,2,2,1,2,51,142,30,44
8,23,0,6,3,4,4,11,4,0,2,4,3,19,107,24,45,8,28,0,7,2,2,6,9,5,3,3,3,5,18,100,10,44
11,24,3,7,1,1,6,3,6,0,1,4,2,26,120,19,43,15,20,4,8,0,0,1,6,8,3,0,4,3,34,115,19,44
13,23,4,7,0,0,1,9,11,1,2,5,6,30,117,26,44,14,26,2,6,6,6,2,6,5,5,1,1,2,36,108,33,46
11,23,5,17,3,3,2,7,5,2,1,4,3,30,142,25,44,14,25,5,9,1,2,4,8,12,2,0,3,2,34,145,23,46
7,27,2,9,4,6,4,10,6,2,2,2,7,20,101,19,44,8,19,1,6,11,13,1,16,4,1,1,2,5,28,111,32,44
11,21,7,11,6,10,4,10,8,3,1,3,0,35,101,20,44,8,20,4,9,0,0,2,6,6,3,3,4,5,20,105,26,46
9,23,6,8,6,6,4,9,5,0,3,1,2,30,129,27,46,11,23,2,5,2,2,2,8,4,0,2,1,6,26,112,9,45
11,25,6,12,3,3,1,13,9,2,1,5,8,31,147,31,45,14,28,6,11,5,8,3,11,10,3,3,2,3,39,140,21,45
10,25,2,6,0,0,3,8,5,2,0,2,3,22,109,24,44,11,22,3,9,6,7,2,12,6,2,1,2,2,31,129,25,46
9,26,1,7,1,2,5,10,5,1,0,3,0,20,101,19,45,12,27,6,13,0,0,2,12,7,3,0,3,2,30,100,10,44
8,21,3,10,1,2,3,7,3,1,2,3,2,20,114,21,44,11,23,3,7,0,0,2,8,10,3,2,1,3,25,95,23,45
9,26,2,5,5,6,5,12,6,2,0,3,3,25,96,29,44,11,24,4,11,2,2,1,11,10,2,1,3,3,28,120,30,46
13,20,4,9,2,3,1,9,9,1,3,3,5,32,111,34,47,8,22,1,7,3,5,3,5,3,1,1,3,4,20,109,11,46
11,19,4,10,2,4,1,7,7,2,1,4,4,28,135,30,44,12,24,4,9,2,2,5,8,9,1,0,3,5,30,105,10,45
14,24,6,9,5,7,4,6,10,4,0,2,0,39,128,26,44,11,18,5,9,0,0,1,7,9,2,0,7,6,27,138,25,46
